id,total_count,total_length,total_density,count_tertiary,count_trunk,count_residential,count_pedestrian,count_intersection,count_secondary,count_living_street,count_track,count_service,count_primary,length_tertiary,length_trunk,length_residential,length_pedestrian,length_intersection,length_secondary,length_living_street,length_track,length_service,length_primary,density_tertiary,density_trunk,density_residential,density_pedestrian,density_intersection,density_secondary,density_living_street,density_track,density_service,density_primary
MLI_2019_458,3.0,1067.57,25.89,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_459,4.0,16333.1,396.28,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6319.88,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,153.33
MLI_2019_46,15.0,26640.45,619.42,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5127.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119.22,0.0,0.0,0.0,0.0
MLI_2019_460,12.0,19147.5,464.56,0.0,0.0,4.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,716.09,0.0,0,1435.63,0.0,316.05,110.65,0.0,0.0,0.0,17.37,0.0,0,34.83,0.0,7.67,2.68,0.0
MLI_2019_461,25.0,35211.78,854.39,0.0,0.0,3.0,0.0,0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,247.77,0.0,0,2382.05,0.0,22184.13,0.0,0.0,0.0,0.0,6.01,0.0,0,57.8,0.0,538.29,0.0,0.0
MLI_2019_462,24.0,20629.56,500.82,0.0,0.0,13.0,0.0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2187.3,0.0,0,0.0,0.0,87.3,0.0,2035.21,0.0,0.0,53.1,0.0,0,0.0,0.0,2.12,0.0,49.41
MLI_2019_463,542.0,188980.93,4590.37,20.0,0.0,463.0,2.0,0,10.0,0.0,17.0,5.0,0.0,4446.82,0.0,149801.09,1276.34,0,10073.63,0.0,13392.16,646.23,0.0,108.01,0.0,3638.69,31.0,0,244.69,0.0,325.3,15.7,0.0
MLI_2019_464,543.0,188609.29,4581.42,20.0,0.0,463.0,2.0,0,10.0,0.0,17.0,5.0,0.0,4659.42,0.0,149801.09,1276.34,0,8822.39,0.0,14002.25,646.23,0.0,113.18,0.0,3638.75,31.0,0,214.3,0.0,340.12,15.7,0.0
MLI_2019_465,542.0,188018.01,4567.25,20.0,0.0,463.0,2.0,0,10.0,0.0,16.0,5.0,0.0,5232.74,0.0,149801.09,1276.34,0,9646.17,0.0,11607.97,646.23,0.0,127.11,0.0,3638.9,31.0,0,234.32,0.0,281.98,15.7,0.0
MLI_2019_466,542.0,187961.37,4565.88,20.0,0.0,463.0,2.0,0,10.0,0.0,16.0,5.0,0.0,5249.98,0.0,149801.09,1276.34,0,9030.3,0.0,12137.84,646.23,0.0,127.53,0.0,3638.9,31.0,0,219.36,0.0,294.85,15.7,0.0
MLI_2019_467,541.0,186198.11,4523.3,20.0,0.0,462.0,2.0,0,10.0,0.0,17.0,5.0,0.0,5809.15,0.0,149733.71,1276.34,0,8256.7,0.0,10445.72,646.23,0.0,141.12,0.0,3637.47,31.01,0,200.58,0.0,253.76,15.7,0.0
MLI_2019_468,541.0,186153.38,4522.22,20.0,0.0,462.0,2.0,0,10.0,0.0,17.0,5.0,0.0,5804.61,0.0,149733.71,1276.34,0,8248.15,0.0,10408.71,646.23,0.0,141.01,0.0,3637.47,31.01,0,200.37,0.0,252.86,15.7,0.0
MLI_2019_469,541.0,186207.32,4523.53,20.0,0.0,462.0,2.0,0,10.0,0.0,17.0,5.0,0.0,5821.86,0.0,149733.71,1276.34,0,8235.3,0.0,10449.37,646.23,0.0,141.43,0.0,3637.47,31.01,0,200.06,0.0,253.85,15.7,0.0
MLI_2019_47,67.0,61013.31,1418.72,0.0,1.0,8.0,0.0,0,1.0,0.0,30.0,1.0,0.0,0.0,253.36,1815.79,0.0,0,8569.37,0.0,24002.64,1921.49,0.0,0.0,5.89,42.22,0.0,0,199.26,0.0,558.12,44.68,0.0
MLI_2019_470,535.0,182182.98,4425.8,20.0,0.0,460.0,2.0,0,10.0,0.0,11.0,5.0,0.0,4602.88,0.0,148647.38,1276.34,0,8020.15,0.0,8111.2,646.23,0.0,111.82,0.0,3611.11,31.01,0,194.83,0.0,197.05,15.7,0.0
MLI_2019_471,534.0,188576.13,4581.23,21.0,0.0,461.0,2.0,0,10.0,0.0,10.0,5.0,0.0,7046.45,0.0,149504.52,1276.34,0,7333.61,0.0,13739.32,646.23,0.0,171.19,0.0,3632.03,31.01,0,178.16,0.0,333.78,15.7,0.0
MLI_2019_472,532.0,186084.65,4520.74,20.0,0.0,461.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5969.87,0.0,149389.92,1276.34,0,7237.63,0.0,11533.34,646.23,0.0,145.03,0.0,3629.28,31.01,0,175.83,0.0,280.19,15.7,0.0
MLI_2019_473,524.0,178142.53,4327.95,20.0,0.0,456.0,2.0,0,10.0,0.0,5.0,5.0,0.0,4497.19,0.0,145219.18,1276.34,0,6345.86,0.0,8660.47,646.23,0.0,109.26,0.0,3528.08,31.01,0,154.17,0.0,210.41,15.7,0.0
MLI_2019_474,528.0,183028.41,4446.67,20.0,0.0,460.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5966.42,0.0,145973.29,1276.34,0,6264.77,0.0,13462.31,646.23,0.0,144.95,0.0,3546.41,31.01,0,152.2,0.0,327.07,15.7,0.0
MLI_2019_475,528.0,182990.84,4445.75,20.0,0.0,460.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5959.76,0.0,145953.51,1276.34,0,6261.21,0.0,13447.21,646.23,0.0,144.79,0.0,3545.93,31.01,0,152.12,0.0,326.7,15.7,0.0
MLI_2019_476,528.0,182976.99,4445.42,20.0,0.0,460.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5957.38,0.0,145945.77,1276.34,0,6259.82,0.0,13442.11,646.23,0.0,144.73,0.0,3545.75,31.01,0,152.08,0.0,326.58,15.7,0.0
MLI_2019_477,528.0,183024.17,4446.56,20.0,0.0,460.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5973.36,0.0,145935.95,1276.34,0,6258.05,0.0,13498.07,646.23,0.0,145.12,0.0,3545.51,31.01,0,152.04,0.0,327.94,15.7,0.0
MLI_2019_478,528.0,183015.1,4446.35,20.0,0.0,460.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5977.69,0.0,145903.71,1276.34,0,6252.24,0.0,13523.76,646.23,0.0,145.23,0.0,3544.73,31.01,0,151.9,0.0,328.56,15.7,0.0
MLI_2019_479,528.0,182877.14,4443.0,20.0,0.0,460.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5954.8,0.0,145817.68,1276.34,0,6236.51,0.0,13482.86,646.23,0.0,144.67,0.0,3542.64,31.01,0,151.52,0.0,327.57,15.7,0.0
MLI_2019_48,141.0,47676.58,1108.62,1.0,0.0,13.0,0.0,0,0.0,0.0,0.0,1.0,3.0,3398.82,0.0,7211.21,0.0,0,0.0,0.0,0.0,112.07,7163.83,79.03,0.0,167.68,0.0,0,0.0,0.0,0.0,2.61,166.58
MLI_2019_480,528.0,182867.32,4442.76,20.0,0.0,460.0,2.0,0,10.0,0.0,9.0,5.0,0.0,5959.72,0.0,145779.07,1276.34,0,6229.34,0.0,13514.79,646.23,0.0,144.79,0.0,3541.7,31.01,0,151.34,0.0,328.34,15.7,0.0
MLI_2019_481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_482,14.0,24023.04,584.05,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1735.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.19,0.0,0.0
MLI_2019_483,81.0,44584.91,1084.23,0.0,0.0,58.0,1.0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18148.51,0.0,0,0.0,0.0,18557.18,0.0,0.0,0.0,0.0,441.34,0.0,0,0.0,0.0,451.28,0.0,0.0
MLI_2019_484,81.0,44446.06,1080.85,0.0,0.0,58.0,1.0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18148.51,0.0,0,0.0,0.0,18467.14,0.0,0.0,0.0,0.0,441.34,0.0,0,0.0,0.0,449.09,0.0,0.0
MLI_2019_485,3.0,7681.86,186.86,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3435.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.58,0.0,0.0
MLI_2019_486,2.0,7170.4,174.43,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7138.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,173.65,0.0,0.0
MLI_2019_487,3.0,10382.37,252.58,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,688.38,0.0,0,0.0,0.0,0.0,0.0,6462.19,0.0,0.0,16.75,0.0,0,0.0,0.0,0.0,0.0,157.21
MLI_2019_488,1.0,847.24,20.61,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,847.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.61,0.0,0.0
MLI_2019_489,10.0,20419.15,496.78,1.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,6585.21,0.0,0.0,0.0,0,0.0,0.0,4970.61,0.0,0.0,160.21,0.0,0.0,0.0,0,0.0,0.0,120.93,0.0,0.0
MLI_2019_49,29.0,40171.41,934.12,1.0,0.0,1.0,0.0,0,0.0,0.0,12.0,4.0,0.0,2095.44,0.0,53.35,0.0,0,0.0,0.0,10448.97,4692.19,0.0,48.73,0.0,1.24,0.0,0,0.0,0.0,242.97,109.11,0.0
MLI_2019_490,3.0,7363.99,179.2,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3832.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,93.25,0.0,0.0
MLI_2019_491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_492,1.0,1727.44,42.04,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1727.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.04,0.0,0.0
MLI_2019_493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_494,2.0,2728.45,66.41,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2625.96,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,63.92,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_495,2.0,2720.31,66.22,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2643.59,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_496,1.0,7061.57,171.93,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7061.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,171.93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_497,6.0,14490.57,352.82,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12482.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,303.93,0.0,0.0
MLI_2019_498,1.0,8164.49,201.14,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8164.49,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,201.14
MLI_2019_499,2.0,4886.72,120.46,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4886.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,120.46,0.0,0.0
MLI_2019_5,4.0,13235.24,305.48,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_50,142.0,116571.65,2711.35,2.0,0.0,0.0,0.0,0,1.0,0.0,88.0,0.0,0.0,6458.72,0.0,0.0,0.0,0,7144.12,0.0,53291.54,0.0,0.0,150.22,0.0,0.0,0.0,0,166.17,0.0,1239.51,0.0,0.0
MLI_2019_500,1.0,1146.76,28.29,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_501,3.0,16471.15,406.51,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9463.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,233.56,0.0,0.0
MLI_2019_502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_504,614.0,219085.66,5419.32,35.0,0.0,281.0,0.0,0,0.0,0.0,168.0,49.0,6.0,19728.68,0.0,88198.38,0.0,0,0.0,0.0,85010.05,6222.94,5167.13,488.01,0.0,2181.68,0.0,0,0.0,0.0,2102.81,153.93,127.81
MLI_2019_505,611.0,219511.86,5430.16,35.0,0.0,281.0,0.0,0,0.0,0.0,165.0,49.0,6.0,20700.42,0.0,88198.38,0.0,0,0.0,0.0,83720.06,6330.48,5592.58,512.08,0.0,2181.8,0.0,0,0.0,0.0,2071.02,156.6,138.35
MLI_2019_506,624.0,225391.48,5576.0,36.0,0.0,282.0,0.0,0,0.0,0.0,177.0,49.0,6.0,21636.45,0.0,88918.98,0.0,0,0.0,0.0,89342.57,6330.48,5403.81,535.27,0.0,2199.78,0.0,0,0.0,0.0,2210.26,156.61,133.69
MLI_2019_507,615.0,219172.74,5422.26,36.0,0.0,282.0,0.0,0,0.0,0.0,168.0,49.0,7.0,21512.71,0.0,89134.75,0.0,0,0.0,0.0,83755.15,6330.48,5887.05,532.22,0.0,2205.16,0.0,0,0.0,0.0,2072.07,156.61,145.64
MLI_2019_508,611.0,216935.7,5367.06,36.0,0.0,282.0,0.0,0,0.0,0.0,165.0,49.0,6.0,21843.59,0.0,89134.75,0.0,0,0.0,0.0,83122.61,6330.48,5698.3,540.42,0.0,2205.22,0.0,0,0.0,0.0,2056.48,156.62,140.98
MLI_2019_509,609.0,216872.67,5365.5,36.0,0.0,282.0,0.0,0,0.0,0.0,163.0,49.0,6.0,21848.63,0.0,89134.75,0.0,0,0.0,0.0,83063.79,6330.48,5692.67,540.54,0.0,2205.22,0.0,0,0.0,0.0,2055.03,156.62,140.84
MLI_2019_51,21.0,30763.97,715.79,4.0,0.0,0.0,0.0,0,4.0,0.0,1.0,0.0,0.0,11124.09,0.0,0.0,0.0,0,8115.54,0.0,327.52,0.0,0.0,258.82,0.0,0.0,0.0,0,188.82,0.0,7.62,0.0,0.0
MLI_2019_510,601.0,212055.88,5246.44,36.0,0.0,282.0,0.0,0,0.0,0.0,156.0,49.0,6.0,21055.41,0.0,89134.75,0.0,0,0.0,0.0,80084.23,6330.48,5437.36,520.93,0.0,2205.27,0.0,0,0.0,0.0,1981.35,156.62,134.53
MLI_2019_511,601.0,210487.49,5207.73,37.0,0.0,282.0,0.0,0,0.0,0.0,156.0,49.0,6.0,19761.75,0.0,89134.75,0.0,0,0.0,0.0,80924.9,6330.48,4981.46,488.93,0.0,2205.31,0.0,0,0.0,0.0,2002.19,156.62,123.25
MLI_2019_512,529.0,182651.47,4519.43,29.0,0.0,258.0,0.0,0,0.0,0.0,124.0,41.0,6.0,20533.87,0.0,79564.8,0.0,0,0.0,0.0,63942.02,4666.17,3898.08,508.08,0.0,1968.71,0.0,0,0.0,0.0,1582.15,115.46,96.45
MLI_2019_513,529.0,182631.61,4518.94,29.0,0.0,258.0,0.0,0,0.0,0.0,124.0,41.0,6.0,20530.09,0.0,79556.83,0.0,0,0.0,0.0,63937.88,4663.62,3897.58,507.99,0.0,1968.51,0.0,0,0.0,0.0,1582.04,115.39,96.44
MLI_2019_514,1.0,1994.46,49.36,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_515,2.0,10879.68,270.01,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3776.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,93.72,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_516,8.0,18685.91,463.99,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15914.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,395.17,0.0,0.0
MLI_2019_517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_518,3.0,7969.32,198.11,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,7502.53,0.0,0.0,0.0,0,0.0,0.0,466.79,0.0,0.0,186.51,0.0,0.0,0.0,0,0.0,0.0,11.6,0.0,0.0
MLI_2019_519,90.0,33903.02,848.97,1.0,0.0,70.0,0.0,0,0.0,0.0,5.0,5.0,4.0,3153.2,0.0,10313.64,0.0,0,0.0,0.0,9257.04,612.5,6857.65,78.96,0.0,258.26,0.0,0,0.0,0.0,231.81,15.34,171.72
MLI_2019_52,54.0,59315.1,1380.33,6.0,0.0,0.0,0.0,0,1.0,0.0,7.0,0.0,0.0,18106.77,0.0,0.0,0.0,0,7620.67,0.0,7057.16,0.0,0.0,421.36,0.0,0.0,0.0,0,177.34,0.0,164.23,0.0,0.0
MLI_2019_520,4.0,9120.77,228.74,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7643.44,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,191.69
MLI_2019_521,78.0,46339.57,1171.05,0.0,0.0,50.0,0.0,0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,13690.66,0.0,0,0.0,0.0,11485.46,797.88,8174.31,0.0,0.0,345.98,0.0,0,0.0,0.0,290.25,20.16,206.57
MLI_2019_522,78.0,46453.4,1173.93,0.0,0.0,50.0,0.0,0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,13690.66,0.0,0,0.0,0.0,11737.13,797.88,8439.11,0.0,0.0,345.98,0.0,0,0.0,0.0,296.61,20.16,213.27
MLI_2019_523,2.0,8411.05,214.21,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7692.43,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,195.91,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_524,79.0,56110.82,1436.35,6.0,0.0,61.0,0.0,0,0.0,0.0,12.0,0.0,0.0,8764.54,0.0,23237.12,0.0,0,0.0,0.0,24109.16,0.0,0.0,224.36,0.0,594.83,0.0,0,0.0,0.0,617.16,0.0,0.0
MLI_2019_53,105.0,94299.22,2194.52,0.0,0.0,1.0,0.0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,291.69,0.0,0,0.0,0.0,30608.2,0.0,0.0,0.0,0.0,6.79,0.0,0,0.0,0.0,712.31,0.0,0.0
MLI_2019_54,9.0,24124.4,561.56,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11082.38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,257.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_55,16.0,10760.72,250.62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_56,23.0,20929.89,487.5,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9738.83,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,226.84,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_57,10.0,19557.31,455.77,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14960.58,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,348.65,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_58,7.0,19286.91,449.5,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14273.02,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,332.64,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_59,17.0,22769.47,530.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_6,14.0,14337.89,331.09,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7502.59,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,173.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_60,44.0,43380.98,1011.24,0.0,0.0,3.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.91,0.0,0,3179.96,0.0,0.0,0.0,0.0,0.0,0.0,26.76,0.0,0,74.13,0.0,0.0,0.0,0.0
MLI_2019_61,24.0,32690.22,762.25,5.0,0.0,3.0,0.0,0,4.0,0.0,0.0,0.0,0.0,11876.14,0.0,377.26,0.0,0,6830.57,0.0,0.0,0.0,0.0,276.92,0.0,8.8,0.0,0,159.27,0.0,0.0,0.0,0.0
MLI_2019_62,100.0,66004.75,1539.38,0.0,1.0,7.0,0.0,0,0.0,0.0,49.0,0.0,0.0,0.0,2254.42,1283.66,0.0,0,0.0,0.0,23518.09,0.0,0.0,0.0,52.58,29.94,0.0,0,0.0,0.0,548.5,0.0,0.0
MLI_2019_63,29.0,51883.84,1210.15,4.0,0.0,1.0,0.0,0,3.0,0.0,14.0,0.0,0.0,3403.9,0.0,277.29,0.0,0,8081.93,0.0,22521.57,0.0,0.0,79.39,0.0,6.47,0.0,0,188.51,0.0,525.3,0.0,0.0
MLI_2019_64,14.0,20222.03,471.69,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,7269.05,0.0,0.0,0.0,0,0.0,0.0,0.0,257.91,6696.47,169.55,0.0,0.0,0.0,0,0.0,0.0,0.0,6.02,156.2
MLI_2019_65,12.0,25689.78,599.26,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4903.79,0.0,0.0,0.0,4855.02,0.0,0.0,0.0,0.0,0,114.39,0.0,0.0,0.0,113.25
MLI_2019_66,28.0,38191.95,891.38,6.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14881.69,0.0,1339.95,0.0,0,0.0,0.0,0.0,0.0,0.0,347.33,0.0,31.27,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_67,3.0,4913.45,114.68,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4569.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,106.65,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_68,9.0,27976.66,652.99,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2978.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69.52,0.0,0.0,0.0,0.0
MLI_2019_69,20.0,27614.0,644.74,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_7,14.0,20744.91,479.41,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_70,1453.0,517277.74,12081.1,12.0,0.0,1306.0,0.0,0,3.0,0.0,9.0,15.0,21.0,13198.24,0.0,443046.18,0.0,0,3109.14,0.0,2732.97,3719.63,11437.96,308.25,0.0,10347.41,0.0,0,72.61,0.0,63.83,86.87,267.14
MLI_2019_71,20.0,25142.61,587.21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_72,22.0,23349.44,545.57,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_73,11.0,23137.7,540.78,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_74,229.0,118188.7,2762.33,2.0,0.0,211.0,0.0,0,3.0,0.0,1.0,0.0,0.0,7346.97,0.0,89177.36,0.0,0,7114.07,0.0,196.48,0.0,0.0,171.71,0.0,2084.27,0.0,0,166.27,0.0,4.59,0.0,0.0
