id,total_count,total_length,total_density,count_tertiary,count_trunk,count_pedestrian,count_secondary,count_service,count_track,count_residential,count_living_street,count_primary,count_intersection,length_tertiary,length_trunk,length_pedestrian,length_secondary,length_service,length_track,length_residential,length_living_street,length_primary,length_intersection,density_tertiary,density_trunk,density_pedestrian,density_secondary,density_service,density_track,density_residential,density_living_street,density_primary,density_intersection
UGA_2009_382,2.0,13162.42,293.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,13162.42,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,293.6,0.0,0.0,0.0,0,0.0,0
UGA_2009_383,1.0,7330.51,163.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,7330.51,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,163.52,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_386,2.0,9338.87,208.32,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9338.87,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,208.32,0.0,0.0,0.0,0,0.0,0
UGA_2009_387,1.0,5736.76,127.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5736.76,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,127.97,0.0,0.0,0.0,0,0.0,0
UGA_2009_388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_389,2.0,9190.95,205.03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9190.95,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,205.03,0.0,0.0,0.0,0,0.0,0
UGA_2009_39,1.0,6288.56,140.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6288.56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140.21,0
UGA_2009_390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_391,1.0,1529.59,34.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1529.59,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,34.12,0.0,0.0,0.0,0,0.0,0
UGA_2009_392,5.0,16160.81,360.52,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,13469.78,0.0,0.0,0.0,0,2691.02,0,0.0,0.0,0.0,300.49,0.0,0.0,0.0,0,60.03,0
UGA_2009_393,1.0,7189.17,160.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7189.17,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,160.38,0.0,0.0,0.0,0,0.0,0
UGA_2009_394,2.0,11956.62,266.74,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,11956.62,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,266.74,0.0,0.0,0.0,0,0.0,0
UGA_2009_395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_396,2.0,2106.68,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2106.68,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_398,1.0,324.55,7.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,324.55,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7.24,0.0,0.0,0.0,0,0.0,0
UGA_2009_399,1.0,7271.34,162.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7271.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,162.23,0
UGA_2009_4,2.0,15533.83,346.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15533.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,346.47,0
